unique_id,study_program,study_level,time_to_job_after_graduation,current_status,job_title,degree_required_for_job,career_prep_talked_faculty,career_prep_attended_fair,career_prep_worked_in_field,career_prep_used_career_services,other_courses_to_take,other_courses_to_take.1,alumni_registered,alumni_interest_info
53665,OTHER,,,0,early_others,,1,1,1,0,CDQ,OTHER,1,
53675,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
53685,OTHER,,,0,early_others,,0,0,1,1,OTHER,OTHER,0,1
53695,OTHER,,,0,early_others,,0,1,0,0,BM,OTHER,0,1
53705,OTHER,,Other,1,technical_professional,0,0,0,0,1,CDQ,OTHER,0,0
53715,OTHER,,Other,1,technical_professional,0,1,0,1,0,OTHER,OTHER,1,
53725,OTHER,,,0,early_others,,1,0,1,0,OTHER,OTHER,0,1
53735,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
53745,OTHER,,Other,1,technical_professional,0,0,0,0,0,CDQ,OTHER,1,
53755,OTHER,,,,early_others,,0,1,0,1,OTHER,OTHER,,
53765,OTHER,,,0,early_others,,0,0,1,1,OTHER,CDQ,0,1
53775,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
53785,OTHER,,,1,early_others,,0,0,1,0,OTHER,OTHER,1,
53795,OTHER,,,0,early_others,,1,1,1,0,LPS,OTHER,0,1
53805,OTHER,,,0,early_others,,1,0,0,0,OTHER,LPS,0,1
53815,OTHER,,0.5,1,admin_sales,1,0,0,1,1,OTHER,CDQ,0,1
53825,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
53835,OTHER,,0.25,1,technical_professional,1,1,1,0,0,OTHER,OTHER,1,
53845,OTHER,,,0,early_others,,0,1,0,1,BM,OTHER,1,
53855,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
53865,OTHER,,,,early_others,,0,0,0,0,OTHER,OTHER,,
53875,OTHER,,,0,early_others,,0,0,0,0,OTHER,OTHER,,
53885,OTHER,,,0,early_others,,1,0,0,0,OTHER,OTHER,0,0
53895,OTHER,,,1,early_others,,1,1,0,0,OTHER,OTHER,1,
53905,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
53915,OTHER,,,0,early_others,,0,1,0,1,OTHER,OTHER,1,
53925,OTHER,,,0,early_others,,0,1,0,0,OTHER,OTHER,0,1
53935,OTHER,,,0,early_others,,0,0,0,0,OTHER,LPS,0,1
53945,OTHER,,Other,1,senior_executives,0,0,0,1,0,OTHER,OTHER,1,
53955,OTHER,,,1,early_others,,0,0,1,1,BM,OTHER,1,
53965,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
53975,OTHER,,,1,early_others,,1,1,1,1,CDQ,OTHER,,
53985,OTHER,,,0,early_others,,1,1,1,0,CDQ,OTHER,,
53995,OTHER,,0.25,1,technical_professional,0,0,0,1,1,BM,OTHER,,
54005,OTHER,,,0,early_others,,1,1,1,1,CDQ,OTHER,,
54015,OTHER,,0.25,1,technical_professional,1,0,0,1,0,OTHER,OTHER,0,1
54025,OTHER,,0.5,1,technical_professional,1,1,1,1,1,OTHER,OTHER,0,1
54035,OTHER,,,0,early_others,,0,0,1,1,OTHER,OTHER,1,
54045,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
54055,OTHER,,,0,early_others,,1,1,1,0,OTHER,LPS,1,
54065,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
54075,OTHER,,,0,early_others,,0,1,0,0,OTHER,OTHER,1,
54085,OTHER,,,1,early_others,,0,0,0,0,OTHER,OTHER,,
54095,OTHER,,,0,early_others,,1,0,1,0,CDQ,OTHER,0,1
54105,OTHER,,Other,1,senior_executives,1,0,0,1,0,OTHER,OTHER,0,1
54115,OTHER,,,0,early_others,,1,1,1,1,CDQ,OTHER,0,1
54125,OTHER,,,1,early_others,,1,0,0,0,OTHER,OTHER,1,
54135,OTHER,,0.25,1,technical_professional,0,0,0,1,1,BM,OTHER,0,1
54145,OTHER,,,,early_others,,0,1,1,0,OTHER,OTHER,,
54155,OTHER,,Other,1,early_others,1,0,0,1,0,OTHER,OTHER,,
54165,OTHER,,Other,1,admin_sales,0,1,0,0,1,OTHER,BM,1,
54175,OTHER,,,0,early_others,,1,0,0,1,OTHER,OTHER,,
54185,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
54195,OTHER,,,0,early_others,,1,1,1,1,BM,OTHER,1,
54205,OTHER,,,0,early_others,,0,1,1,0,OTHER,OTHER,0,0
54215,OTHER,,0.5,1,technical_professional,1,0,0,1,0,OTHER,CDQ,0,1
54225,OTHER,,0.25,1,technical_professional,1,0,0,0,0,OTHER,CDQ,0,1
54235,OTHER,,,0,early_others,,1,1,0,1,OTHER,LPS,0,1
54245,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
54255,OTHER,,,0,early_others,,0,1,1,1,OTHER,BM,0,1
54265,OTHER,,,0,early_others,,0,0,0,0,OTHER,OTHER,1,
54275,OTHER,,Other,1,admin_sales,1,0,1,0,1,OTHER,BM,0,1
54285,OTHER,,Other,1,technical_professional,1,1,0,1,0,OTHER,OTHER,0,1
54295,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
54305,OTHER,,0.5,1,technical_professional,1,1,1,1,1,OTHER,BM,0,1
54315,OTHER,,,,early_others,,0,0,0,0,OTHER,OTHER,,
54325,OTHER,,0.25,1,admin_sales,1,1,1,1,1,OTHER,LPS,0,1
54335,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
54345,OTHER,,,,early_others,,0,0,0,0,OTHER,OTHER,,
54355,OTHER,,Other,1,admin_sales,1,1,1,1,0,BM,OTHER,,
54365,OTHER,,0.25,1,senior_executives,0,0,0,1,0,OTHER,OTHER,1,
54375,OTHER,,Other,1,technical_professional,1,1,0,1,0,OTHER,OTHER,0,1
54385,OTHER,,,0,early_others,,0,0,1,0,BM,OTHER,0,0
54395,OTHER,,0.25,1,technical_professional,1,0,1,0,1,BM,OTHER,,
54405,OTHER,,,0,early_others,,1,1,1,1,CDQ,OTHER,1,
54415,OTHER,,,0,early_others,,1,0,0,0,OTHER,BM,0,1
54425,OTHER,,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
54435,OTHER,,0.25,1,technical_professional,1,1,0,1,0,OTHER,OTHER,0,1
54445,OTHER,,,0,early_others,,0,1,0,1,OTHER,OTHER,1,
54455,OTHER,,,0,early_others,,0,0,0,1,OTHER,OTHER,,
54465,OTHER,,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
54475,OTHER,,,0,early_others,,0,0,0,1,OTHER,OTHER,1,
54485,OTHER,,,1,early_others,,0,0,0,0,BM,OTHER,0,1
54495,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
54505,OTHER,,,0,early_others,,0,1,0,0,BM,OTHER,0,1
54515,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
54525,OTHER,,,0,early_others,,1,1,1,1,CDQ,OTHER,0,1
54535,OTHER,,Other,1,senior_executives,0,1,0,1,1,CDQ,OTHER,0,1
54545,OTHER,,,0,early_others,,0,0,1,1,OTHER,OTHER,0,1
54555,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
54565,OTHER,,,1,early_others,,0,0,0,0,OTHER,OTHER,0,1
54575,OTHER,,0.25,1,senior_executives,1,1,0,0,0,OTHER,OTHER,0,1
54585,OTHER,,0.25,1,early_others,0,1,1,1,1,OTHER,CDQ,1,
54595,OTHER,,,0,early_others,,1,1,0,0,BM,OTHER,0,1
54605,OTHER,,0.25,1,early_others,1,1,1,1,1,OTHER,CDQ,0,1
54615,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
54625,OTHER,,,0,early_others,,1,0,0,1,OTHER,OTHER,1,
54635,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
54645,OTHER,,,0,early_others,,1,0,1,1,OTHER,LPS,0,1
54655,OTHER,,,0,early_others,,0,0,1,1,OTHER,OTHER,0,1
54665,OTHER,,,,early_others,,0,0,1,0,OTHER,OTHER,,
54675,OTHER,,,0,early_others,,0,1,0,0,OTHER,OTHER,0,1
54685,OTHER,,0.5,1,technical_professional,1,1,1,0,1,OTHER,CDQ,0,1
54695,OTHER,,,0,early_others,,0,0,0,1,OTHER,BM,0,1
54705,OTHER,,,0,early_others,,0,1,1,1,BM,OTHER,0,1
54715,OTHER,,,0,early_others,,0,0,0,1,OTHER,OTHER,,
54725,OTHER,,0.25,1,early_others,1,0,1,1,1,OTHER,CDQ,1,
54735,OTHER,,,1,early_others,,0,0,1,0,OTHER,OTHER,0,1
54745,OTHER,,,0,early_others,,0,0,0,1,OTHER,BM,0,1
54755,OTHER,,,0,early_others,,1,1,1,0,OTHER,OTHER,1,
54765,OTHER,,Other,1,senior_executives,0,0,0,0,0,OTHER,OTHER,0,1
54775,OTHER,,,0,early_others,,0,1,0,1,OTHER,OTHER,1,
54785,OTHER,,,0,early_others,,0,0,0,1,OTHER,BM,0,1
54795,OTHER,,,0,early_others,,0,1,1,0,BM,OTHER,0,1
54805,OTHER,,,0,early_others,,0,0,0,1,OTHER,BM,0,1
54815,OTHER,,,1,early_others,,0,0,1,0,BM,OTHER,0,1
54825,OTHER,,,0,early_others,,0,0,0,1,OTHER,OTHER,0,1
54835,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
54845,OTHER,,,0,early_others,,0,0,0,1,BM,OTHER,0,1
54855,OTHER,,Other,1,technical_professional,1,0,0,1,0,OTHER,OTHER,0,1
54865,OTHER,,,0,early_others,,1,1,0,1,OTHER,OTHER,1,
54875,OTHER,,,0,early_others,,0,0,0,1,OTHER,OTHER,0,1
54885,OTHER,,,1,early_others,,1,1,0,1,BM,OTHER,1,
54895,OTHER,,,,early_others,,0,1,1,1,OTHER,OTHER,,
54905,OTHER,,Other,1,senior_executives,1,0,0,1,0,BM,OTHER,0,1
54915,OTHER,,,0,early_others,,1,0,1,1,LPS,OTHER,0,1
54925,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
54935,OTHER,,,0,early_others,,0,0,1,0,OTHER,OTHER,0,1
54945,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
54955,OTHER,,Other,1,technical_professional,1,0,0,1,0,OTHER,OTHER,0,1
54965,OTHER,,0.5,1,early_others,1,0,1,0,1,OTHER,OTHER,1,
54975,OTHER,,,0,early_others,,1,0,1,0,OTHER,OTHER,0,1
54985,OTHER,,Other,1,early_others,0,0,0,0,0,OTHER,OTHER,0,1
54995,OTHER,,0.5,1,technical_professional,1,0,1,0,0,BM,OTHER,1,
55005,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
55015,OTHER,,0.25,1,technical_professional,1,1,1,1,1,BM,OTHER,,
55025,OTHER,,Other,1,senior_executives,1,0,0,1,0,OTHER,OTHER,0,1
55035,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
55045,OTHER,,0.5,1,admin_sales,1,0,0,1,0,OTHER,OTHER,0,0
55055,OTHER,,0.25,1,technical_professional,1,1,0,0,0,OTHER,OTHER,0,0
55065,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
55075,OTHER,,,0,early_others,,1,1,0,1,OTHER,OTHER,0,1
55085,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
55095,OTHER,,,,early_others,,0,0,0,0,OTHER,OTHER,,
55105,OTHER,,0.25,1,technical_professional,1,1,0,0,0,OTHER,OTHER,0,0
55115,OTHER,,,0,early_others,,1,0,1,0,OTHER,OTHER,0,1
55125,OTHER,,0.5,1,senior_executives,1,0,0,1,0,BM,OTHER,0,1
55135,OTHER,,,1,early_others,,0,0,1,0,BM,OTHER,0,1
55145,OTHER,,0.25,1,senior_executives,1,0,0,0,0,BM,OTHER,,
55155,OTHER,,,0,early_others,,0,0,1,0,OTHER,OTHER,0,1
55165,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
55175,OTHER,,,1,early_others,,1,1,0,1,OTHER,OTHER,0,0
55185,OTHER,,,0,early_others,,0,0,0,1,BM,OTHER,0,1
55195,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
55205,OTHER,,,0,early_others,,0,0,0,1,OTHER,LPS,,
55215,OTHER,,0.25,1,admin_sales,1,0,0,1,1,OTHER,OTHER,0,1
55225,OTHER,,,0,early_others,,0,1,1,1,OTHER,OTHER,,
55235,OTHER,,0.5,1,early_others,1,1,0,1,1,OTHER,BM,1,
55245,OTHER,,0.25,1,early_others,1,0,0,1,0,OTHER,BM,1,
55255,OTHER,,,0,early_others,,1,1,1,0,CDQ,OTHER,,
55265,OTHER,,,0,early_others,,0,0,1,0,OTHER,CDQ,0,1
55275,OTHER,,Other,1,technical_professional,1,0,0,1,0,OTHER,OTHER,0,1
55285,OTHER,,,,early_others,,0,0,0,0,OTHER,OTHER,,
55295,OTHER,,,,early_others,,0,0,0,0,OTHER,OTHER,,
55305,OTHER,,,0,early_others,,1,1,1,1,OTHER,OTHER,1,
55315,OTHER,,,1,early_others,,1,0,0,0,OTHER,OTHER,1,
55325,OTHER,,,0,early_others,,0,1,1,1,OTHER,OTHER,,
55335,OTHER,,,0,early_others,,0,0,0,0,OTHER,CDQ,0,1
55345,OTHER,,,0,early_others,,0,1,1,1,OTHER,OTHER,0,0
55355,OTHER,,,0,early_others,,0,0,1,1,OTHER,OTHER,0,0
55365,OTHER,,,0,early_others,,0,1,1,1,OTHER,OTHER,,
55375,OTHER,,0.25,1,senior_executives,1,0,0,0,0,BM,OTHER,1,
55385,OTHER,,,0,early_others,,0,0,0,1,BM,OTHER,0,1
55395,OTHER,,Other,1,technical_professional,0,0,0,0,1,OTHER,OTHER,0,1
55405,OTHER,,Other,1,technical_professional,1,0,0,1,0,CDQ,OTHER,0,1
55415,OTHER,,,0,early_others,,0,0,1,0,BM,OTHER,0,1
55425,OTHER,,,1,early_others,,0,0,1,0,BM,OTHER,0,1
55435,OTHER,,Other,1,technical_professional,1,0,0,0,0,LPS,OTHER,,
55445,OTHER,,,0,early_others,,0,0,0,0,CDQ,OTHER,1,
55455,OTHER,,0.25,1,admin_sales,1,1,0,0,0,OTHER,OTHER,0,1
55465,OTHER,,Other,1,technical_professional,1,0,0,0,0,OTHER,OTHER,1,
55475,OTHER,,,0,early_others,,1,1,0,1,OTHER,CDQ,1,
55485,OTHER,,Other,1,technical_professional,0,1,0,1,0,OTHER,OTHER,1,
55495,OTHER,,Other,1,technical_professional,1,0,0,1,1,CDQ,OTHER,0,1
55505,OTHER,,0.25,1,senior_executives,1,0,1,1,1,OTHER,OTHER,0,1
55515,OTHER,,Other,1,admin_sales,0,1,1,0,1,OTHER,BM,0,1
55525,OTHER,,0.25,1,technical_professional,1,1,1,1,1,BM,OTHER,1,
55535,OTHER,,Other,1,senior_executives,1,0,1,1,0,OTHER,OTHER,0,1
55545,OTHER,,,0,early_others,,1,0,0,1,OTHER,OTHER,0,1
55555,OTHER,,,0,early_others,,1,0,0,0,OTHER,OTHER,0,0
55565,OTHER,,Other,1,early_others,1,0,0,0,0,OTHER,OTHER,1,
55575,OTHER,,0.5,1,admin_sales,0,0,0,1,1,OTHER,OTHER,,
55585,OTHER,,0.25,1,technical_professional,1,0,1,1,1,OTHER,OTHER,1,
55595,OTHER,,Other,1,early_others,0,1,0,0,1,OTHER,OTHER,0,1
55605,OTHER,,0.5,1,admin_sales,0,0,0,1,0,LPS,OTHER,0,1
55615,OTHER,,,0,early_others,,0,0,0,1,BM,OTHER,,
55625,OTHER,,,0,early_others,,1,1,0,1,OTHER,OTHER,0,1
55635,OTHER,,,0,early_others,,0,0,1,0,BM,OTHER,0,1
55645,OTHER,,,0,early_others,,0,0,1,1,OTHER,OTHER,0,1
55655,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
55665,OTHER,,,0,early_others,,0,0,0,0,BM,OTHER,0,1
55675,OTHER,,,0,early_others,,0,1,0,1,OTHER,OTHER,1,
55685,OTHER,,0.25,1,technical_professional,1,0,0,0,0,BM,OTHER,0,1
55695,OTHER,,,0,early_others,,0,1,1,1,OTHER,BM,0,1
55705,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
55715,OTHER,,,0,early_others,,1,1,0,1,BM,OTHER,1,
55725,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
55735,OTHER,,Other,1,technical_professional,0,0,0,1,0,OTHER,OTHER,0,0
55745,OTHER,,Other,1,technical_professional,0,1,0,0,1,OTHER,OTHER,0,1
55755,OTHER,,,0,early_others,,0,0,1,1,BM,OTHER,0,1
55765,OTHER,,0.25,1,admin_sales,0,0,0,0,0,OTHER,OTHER,0,0
55775,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
55785,OTHER,,Other,1,technical_professional,1,1,0,1,1,OTHER,OTHER,1,
55795,OTHER,,Other,1,early_others,1,0,0,1,0,OTHER,OTHER,,
55805,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
55815,OTHER,,,1,early_others,,0,0,1,0,OTHER,BM,0,1
55825,OTHER,,Other,1,technical_professional,0,1,0,1,1,OTHER,OTHER,1,
55835,OTHER,,,0,early_others,,0,0,1,0,BM,OTHER,0,1
55845,OTHER,,0.25,1,early_others,0,0,0,0,0,OTHER,BM,1,
55855,OTHER,,Other,1,technical_professional,0,1,0,0,1,OTHER,OTHER,1,
55865,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
55875,OTHER,,,1,early_others,,0,0,1,0,OTHER,OTHER,0,1
55885,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
55895,OTHER,,,0,early_others,,0,0,1,0,OTHER,LPS,0,1
55905,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
55915,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
55925,OTHER,,,1,early_others,,0,0,1,0,LPS,OTHER,0,1
55935,OTHER,,,0,early_others,,1,1,1,1,OTHER,OTHER,0,1
55945,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
55955,OTHER,,,0,early_others,,0,0,0,1,OTHER,BM,0,1
55965,OTHER,,,0,early_others,,1,0,1,0,OTHER,OTHER,0,1
55975,OTHER,,,0,early_others,,0,0,0,1,OTHER,LPS,0,1
55985,OTHER,,,0,early_others,,0,0,0,0,OTHER,OTHER,0,0
55995,OTHER,,Other,1,technical_professional,0,0,1,1,1,BM,OTHER,0,1
56005,OTHER,,,0,early_others,,1,0,0,0,OTHER,OTHER,0,1
56015,OTHER,,,0,early_others,,0,0,0,0,OTHER,OTHER,,
56025,OTHER,,,0,early_others,,0,0,1,0,BM,OTHER,0,1
56035,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
56045,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
56055,OTHER,,,1,early_others,,0,1,1,0,LPS,OTHER,0,1
56065,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
56075,OTHER,,Other,1,senior_executives,0,0,0,1,0,OTHER,OTHER,0,0
56085,OTHER,,Other,1,senior_executives,1,0,0,0,0,OTHER,OTHER,0,1
56095,OTHER,,0.25,1,technical_professional,1,1,0,1,1,BM,OTHER,0,1
56105,OTHER,,,0,early_others,,0,0,1,0,OTHER,OTHER,,
56115,OTHER,,,0,early_others,,0,0,1,0,LPS,OTHER,0,1
56125,OTHER,,0.25,1,senior_executives,1,1,1,1,0,BM,OTHER,,
56135,OTHER,,,0,early_others,,1,1,0,1,CDQ,OTHER,0,1
56145,OTHER,,,1,early_others,,0,0,0,0,OTHER,OTHER,0,1
56155,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
56165,OTHER,,,0,early_others,,1,1,1,0,OTHER,LPS,0,1
56175,OTHER,,,0,early_others,,0,1,0,0,LPS,OTHER,0,1
56185,OTHER,,0.5,1,early_others,1,1,1,1,0,BM,OTHER,0,0
56195,OTHER,,,1,early_others,,1,0,0,0,OTHER,OTHER,0,1
56205,OTHER,,,0,early_others,,0,0,0,0,OTHER,OTHER,,
56215,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
56225,OTHER,,,1,early_others,,0,0,1,0,OTHER,OTHER,1,
56235,OTHER,,Other,1,senior_executives,1,1,0,0,0,OTHER,OTHER,1,
56245,OTHER,,0.25,1,technical_professional,1,1,1,1,1,BM,OTHER,1,
56255,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
56265,OTHER,,,0,early_others,,0,0,1,0,OTHER,LPS,0,1
56275,OTHER,,Other,1,early_others,1,1,0,1,0,LPS,OTHER,,
56285,OTHER,,0.25,1,technical_professional,1,0,0,1,0,OTHER,BM,0,1
56295,OTHER,,Other,1,technical_professional,0,1,0,1,0,OTHER,OTHER,,
56305,OTHER,,0.25,1,technical_professional,1,0,0,1,0,OTHER,BM,0,1
56315,OTHER,,,0,early_others,,0,0,1,0,OTHER,OTHER,,
56325,OTHER,,0.25,1,technical_professional,1,0,0,0,0,OTHER,BM,0,1
56335,OTHER,,,1,early_others,,0,0,1,0,OTHER,BM,0,1
56345,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
56355,OTHER,,0.5,1,senior_executives,1,1,1,1,1,OTHER,OTHER,1,
56365,OTHER,,,0,early_others,,0,0,0,1,OTHER,LPS,0,1
56375,OTHER,,Other,1,technical_professional,0,1,1,0,1,BM,OTHER,0,1
56385,OTHER,,Other,1,senior_executives,1,0,0,1,0,OTHER,OTHER,0,1
56395,OTHER,,,0,early_others,,1,0,1,0,OTHER,OTHER,0,1
56405,OTHER,,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
56415,OTHER,,Other,1,technical_professional,1,0,0,0,0,OTHER,OTHER,0,1
56425,OTHER,,,0,early_others,,1,0,0,0,OTHER,OTHER,,
56435,OTHER,,,0,early_others,,1,0,0,0,OTHER,OTHER,0,1
56445,OTHER,,,0,early_others,,0,1,0,1,OTHER,CDQ,0,1
56455,OTHER,,Other,1,early_others,1,0,0,0,0,OTHER,OTHER,1,
56465,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
56475,OTHER,,,1,early_others,,0,0,0,0,OTHER,OTHER,1,
56485,OTHER,,Other,1,senior_executives,1,1,0,1,1,OTHER,OTHER,0,1
56495,OTHER,,Other,1,senior_executives,0,0,0,1,1,OTHER,OTHER,,
56505,OTHER,,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
56515,OTHER,,Other,1,senior_executives,1,0,0,1,0,OTHER,OTHER,1,
56525,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
56535,OTHER,,0.5,1,early_others,1,0,1,0,0,OTHER,OTHER,1,
56545,OTHER,,0.5,1,technical_professional,0,1,1,0,1,OTHER,OTHER,0,1
56555,OTHER,,Other,1,senior_executives,1,0,0,1,1,BM,OTHER,0,1
56565,OTHER,,0.25,1,technical_professional,1,0,0,0,0,OTHER,OTHER,1,
56575,OTHER,,0.25,1,early_others,1,0,0,1,0,OTHER,CDQ,,
56585,OTHER,,Other,1,early_others,1,0,0,0,0,OTHER,OTHER,1,
56595,OTHER,,0.25,1,technical_professional,0,0,0,0,0,OTHER,OTHER,0,1
56605,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
56615,OTHER,,Other,1,technical_professional,0,1,0,0,0,OTHER,OTHER,1,
56625,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
56635,OTHER,,0.25,1,admin_sales,0,1,0,1,0,OTHER,BM,0,1
56645,OTHER,,Other,1,admin_sales,1,1,0,1,0,OTHER,OTHER,0,1
56655,OTHER,,Other,1,technical_professional,1,1,0,1,1,OTHER,OTHER,0,1
56665,OTHER,,,0,early_others,,1,1,0,0,OTHER,LPS,0,1
56675,OTHER,,0.5,1,early_others,0,1,0,0,0,OTHER,CDQ,1,
56685,OTHER,,Other,1,technical_professional,0,0,0,0,0,OTHER,OTHER,,
56695,OTHER,,,0,early_others,,0,1,0,1,OTHER,OTHER,0,1
56705,OTHER,,,0,early_others,,0,1,1,0,OTHER,OTHER,0,0
56715,OTHER,,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
56725,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
56735,OTHER,,Other,1,technical_professional,0,0,0,1,0,OTHER,OTHER,0,0
56745,OTHER,,,,early_others,,0,0,1,1,OTHER,OTHER,,
56755,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
56765,OTHER,,0.25,1,early_others,1,1,1,0,0,BM,OTHER,1,
56775,OTHER,,,0,early_others,,1,0,1,1,OTHER,BM,,
56785,OTHER,,0.5,1,early_others,1,0,0,0,0,OTHER,OTHER,,
56795,OTHER,,,0,early_others,,0,0,1,0,OTHER,LPS,1,
56805,OTHER,,0.25,1,technical_professional,0,0,0,0,0,OTHER,OTHER,1,
56815,OTHER,,,,early_others,,0,0,0,0,OTHER,OTHER,,
56825,OTHER,,Other,1,senior_executives,1,0,0,1,1,OTHER,OTHER,0,1
56835,OTHER,,,1,early_others,,0,0,0,0,OTHER,OTHER,0,1
56845,OTHER,,,0,early_others,,0,0,1,0,OTHER,OTHER,0,1
56855,OTHER,,0.5,1,senior_executives,0,0,0,1,0,LPS,OTHER,1,
56865,OTHER,,,1,early_others,,0,0,1,0,CDQ,OTHER,0,1
56875,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
56885,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
56895,OTHER,,,0,early_others,,1,0,0,0,OTHER,OTHER,0,1
56905,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
56915,OTHER,,Other,1,technical_professional,0,1,1,1,0,OTHER,CDQ,0,1
56925,OTHER,,,0,early_others,,1,1,1,0,OTHER,CDQ,1,
56935,OTHER,,Other,1,early_others,0,1,0,1,1,OTHER,OTHER,0,1
56945,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
56955,OTHER,,0.5,1,technical_professional,0,0,1,0,1,CDQ,OTHER,1,
56965,OTHER,,,0,early_others,,0,0,0,1,BM,OTHER,,
56975,OTHER,,,0,early_others,,0,0,0,0,BM,OTHER,0,1
56985,OTHER,,,0,early_others,,0,0,0,0,LPS,OTHER,1,
56995,OTHER,,,0,early_others,,1,0,1,0,OTHER,OTHER,0,1
57005,OTHER,,0.25,1,early_others,1,0,1,0,1,BM,OTHER,1,
57015,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
57025,OTHER,,,,early_others,,0,0,0,0,OTHER,OTHER,,
57035,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
57045,OTHER,,,1,early_others,,0,0,0,0,LPS,OTHER,1,
57055,OTHER,,,0,early_others,,0,1,1,1,BM,OTHER,0,1
57065,OTHER,,,0,early_others,,0,0,0,1,CDQ,OTHER,1,
57075,OTHER,,0.5,1,senior_executives,1,1,0,1,1,OTHER,OTHER,0,1
57085,OTHER,,,0,early_others,,1,1,1,1,CDQ,OTHER,1,
57095,OTHER,,0.5,1,senior_executives,1,0,1,0,0,BM,OTHER,1,
57105,OTHER,,Other,1,technical_professional,0,0,0,1,0,BM,OTHER,0,1
57115,OTHER,,,0,early_others,,0,0,0,0,BM,OTHER,0,1
57125,OTHER,,Other,1,senior_executives,0,1,0,0,0,BM,OTHER,0,1
57135,OTHER,,,1,early_others,,0,0,1,0,OTHER,LPS,0,0
57145,OTHER,,,0,early_others,,0,0,0,0,OTHER,LPS,0,0
57155,OTHER,,,0,early_others,,1,1,0,0,BM,OTHER,1,
57165,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
57175,OTHER,,Other,1,admin_sales,1,0,0,1,0,OTHER,OTHER,0,1
57185,OTHER,,,0,early_others,,0,0,1,0,OTHER,LPS,0,1
57195,OTHER,,0.25,1,technical_professional,1,1,0,0,1,BM,OTHER,1,
57205,OTHER,,0.25,1,technical_professional,1,1,1,1,1,BM,OTHER,1,
57215,OTHER,,0.25,1,technical_professional,0,1,0,0,0,BM,OTHER,0,1
57225,OTHER,,,0,early_others,,0,0,0,1,BM,OTHER,0,1
57235,OTHER,,0.25,1,technical_professional,1,0,0,1,0,BM,OTHER,,
57245,OTHER,,,1,early_others,,1,0,1,1,OTHER,OTHER,0,1
