unique_id,Graduation_year,study_level,job_title,Industry,School,study_program,time_to_job_after_graduation,current_status,degree_required_for_job,career_prep_talked_faculty,career_prep_attended_fair,career_prep_worked_in_field,career_prep_used_career_services,other_courses_to_take,other_courses_to_take.1,alumni_registered,alumni_interest_info
2342413,,1,admin_sales,,,BM,0.25,1,1,0,0,1,0,BM,OTHER,0,1
2342414,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342415,,1,technical_professional,,,BM,Other,1,0,0,0,1,0,OTHER,OTHER,0,1
2342416,,1,admin_sales,,,BM,Other,1,0,1,0,0,0,OTHER,OTHER,0,1
2342417,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342418,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342419,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342420,,1,early_others,,,BM,,0,,0,0,0,1,OTHER,OTHER,0,1
2342421,,1,early_others,,,BM,,0,,0,0,0,0,BM,OTHER,0,1
2342422,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342423,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342424,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342425,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342426,,1,technical_professional,,,CDQ,0.25,1,0,0,0,1,0,OTHER,OTHER,0,1
2342427,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342428,,1,early_others,,,BM,0.25,1,1,0,0,0,1,BM,OTHER,0,1
2342429,,1,technical_professional,,,LPS,0.25,1,1,1,0,1,0,OTHER,OTHER,0,1
2342430,,1,technical_professional,,,BM,Other,1,1,0,1,1,1,OTHER,OTHER,0,1
2342431,,1,admin_sales,,,BM,0.25,1,0,0,0,0,0,OTHER,OTHER,0,0
2342432,,1,early_others,,,BM,,0,,0,0,1,0,OTHER,OTHER,0,1
2342433,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342434,,1,technical_professional,,,BM,0.5,1,1,0,0,0,0,OTHER,OTHER,0,1
2342435,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342436,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342437,,1,early_others,,,BM,,0,,1,1,1,1,OTHER,OTHER,0,1
2342438,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342439,,1,early_others,,,CDQ,,0,,0,0,1,0,OTHER,OTHER,0,1
2342440,,1,technical_professional,,,BM,0.5,1,1,0,0,0,1,OTHER,OTHER,0,1
2342441,,1,early_others,,,LPS,,0,,0,0,0,0,OTHER,OTHER,0,1
2342442,,1,early_others,,,CDQ,,0,,0,1,0,0,OTHER,OTHER,0,1
2342443,,1,early_others,,,LPS,,0,,0,0,0,0,OTHER,OTHER,0,1
2342444,,1,technical_professional,,,BM,0.25,1,0,1,1,1,1,CDQ,OTHER,0,1
2342445,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342446,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342447,,1,early_others,,,BM,,0,,0,0,1,1,OTHER,OTHER,0,1
2342448,,1,early_others,,,BM,,0,,0,0,0,0,BM,OTHER,0,1
2342449,,1,early_others,,,CDQ,,0,,0,0,0,0,OTHER,OTHER,0,1
2342450,,0,early_others,,,CDQ,,1,1,,,,,OTHER,OTHER,0,1
2342451,,1,early_others,,,CDQ,,0,,0,0,0,0,OTHER,OTHER,0,1
2342452,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342453,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342454,,1,early_others,,,BM,,0,,0,0,1,0,OTHER,OTHER,1,
2342455,,1,early_others,,,BM,,0,,1,1,0,0,OTHER,OTHER,0,1
2342456,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342457,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342458,,1,admin_sales,,,BM,0.25,1,0,0,1,1,1,OTHER,OTHER,0,1
2342459,,1,early_others,,,BM,,0,,0,1,0,1,OTHER,OTHER,0,1
2342460,,1,early_others,,,LPS,,0,,0,0,0,0,LPS,OTHER,0,1
2342461,,1,admin_sales,,,CDQ,0.25,1,1,0,0,0,0,OTHER,OTHER,0,1
2342462,,1,technical_professional,,,BM,Other,1,0,0,0,1,0,OTHER,OTHER,0,1
2342463,,0,early_others,,,CDQ,,0,,,,,,OTHER,OTHER,0,1
2342464,,1,technical_professional,,,CDQ,0.25,1,1,1,1,1,1,OTHER,OTHER,0,1
2342465,,1,early_others,,,BM,0.25,1,0,1,0,1,0,OTHER,OTHER,0,0
2342466,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342467,,1,early_others,,,BM,,0,,1,0,1,0,OTHER,OTHER,0,1
2342468,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342469,,1,early_others,,,BM,,0,,1,1,0,1,OTHER,OTHER,0,1
2342470,,1,early_others,,,BM,0.5,1,0,0,1,0,0,OTHER,OTHER,0,1
2342471,,1,admin_sales,,,BM,0.25,1,1,0,1,1,0,OTHER,OTHER,0,1
2342472,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342473,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342474,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342475,,0,technical_professional,,,CDQ,,1,1,,,,,OTHER,OTHER,0,1
2342476,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342477,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342478,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342479,,0,early_others,,,CDQ,,0,,,,,,OTHER,OTHER,0,1
2342480,,1,early_others,,,LPS,,0,,1,1,0,0,OTHER,OTHER,0,1
2342481,,1,early_others,,,BM,,0,,0,0,1,0,OTHER,OTHER,0,1
2342482,,1,early_others,,,CDQ,,0,,0,0,0,0,CDQ,OTHER,0,1
2342483,,1,early_others,,,BM,,0,,0,0,0,1,OTHER,OTHER,0,1
2342484,,1,early_others,,,BM,,0,,1,0,0,0,BM,OTHER,0,1
2342485,,1,early_others,,,BM,0.25,1,1,0,0,0,0,OTHER,OTHER,0,1
2342486,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342487,,1,early_others,,,BM,0.25,1,0,0,0,0,0,OTHER,OTHER,0,1
2342488,,0,early_others,,,CDQ,,0,,,,,,OTHER,OTHER,0,1
2342489,,1,technical_professional,,,CDQ,0.25,1,1,1,0,1,0,OTHER,OTHER,0,1
2342490,,1,admin_sales,,,BM,0.25,1,1,0,0,0,0,OTHER,OTHER,0,1
2342491,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342492,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342493,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342494,,0,early_others,,,CDQ,,1,1,,,,,OTHER,OTHER,0,0
2342495,,1,early_others,,,CDQ,,0,,1,0,1,0,OTHER,OTHER,0,1
2342496,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342497,,1,early_others,,,CDQ,,0,,0,0,0,0,OTHER,OTHER,0,0
2342498,,1,early_others,,,CDQ,0.5,1,0,0,1,1,0,OTHER,OTHER,0,1
2342499,,1,admin_sales,,,CDQ,0.25,1,1,1,0,0,1,OTHER,OTHER,0,1
2342500,,1,technical_professional,,,CDQ,0.5,1,1,0,0,1,0,OTHER,OTHER,0,1
2342501,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342502,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342503,,1,early_others,,,CDQ,,0,,0,0,1,0,OTHER,OTHER,0,1
2342504,,1,admin_sales,,,BM,0.25,1,1,0,0,1,0,OTHER,OTHER,0,1
2342505,,,early_others,,,OTHER,,0,,,,,,OTHER,OTHER,,
2342506,,1,early_others,,,BM,,0,,0,0,0,0,BM,OTHER,0,1
2342507,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342508,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342509,,1,early_others,,,LPS,,0,,1,0,0,0,OTHER,OTHER,0,1
2342510,,1,technical_professional,,,CDQ,0.25,1,1,1,0,1,0,CDQ,OTHER,0,1
2342511,,0,early_others,,,CDQ,,1,1,,,,,OTHER,OTHER,,
2342512,,1,early_others,,,BM,,0,,1,1,0,1,OTHER,OTHER,0,1
2342513,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342514,,1,early_others,,,BM,,0,,1,0,0,1,OTHER,OTHER,0,1
2342515,,1,technical_professional,,,BM,0.5,1,1,0,0,0,1,OTHER,OTHER,0,1
2342516,,1,admin_sales,,,BM,0.25,1,1,1,1,1,1,OTHER,OTHER,0,1
2342517,,1,admin_sales,,,BM,0.25,1,0,0,0,0,1,OTHER,OTHER,0,1
2342518,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342519,,1,technical_professional,,,BM,0.25,1,1,1,1,1,0,OTHER,OTHER,1,
2342520,,1,admin_sales,,,BM,0.5,1,1,0,0,1,1,OTHER,OTHER,0,1
2342521,,1,early_others,,,CDQ,,0,,0,0,0,0,OTHER,OTHER,0,1
2342522,,1,technical_professional,,,BM,0.25,1,1,1,0,1,1,OTHER,OTHER,0,1
2342523,,1,admin_sales,,,BM,0.25,1,1,0,0,0,0,OTHER,OTHER,0,1
2342524,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342525,,1,early_others,,,CDQ,,0,,1,1,0,1,OTHER,OTHER,0,1
2342526,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342527,,1,early_others,,,BM,,0,,0,1,1,0,OTHER,OTHER,0,1
2342528,,1,early_others,,,BM,0.25,1,1,1,1,1,1,BM,OTHER,0,1
2342529,,1,senior_executives,,,BM,0.25,1,1,1,0,1,0,OTHER,OTHER,0,1
2342530,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342531,,1,early_others,,,BM,0.5,1,0,0,0,1,0,OTHER,OTHER,0,0
2342532,,1,technical_professional,,,BM,0.25,1,1,1,1,1,0,OTHER,OTHER,0,1
2342533,,1,early_others,,,BM,,0,,0,0,1,0,OTHER,OTHER,0,1
2342534,,1,technical_professional,,,BM,0.25,1,1,0,0,1,0,OTHER,OTHER,0,1
2342535,,1,early_others,,,CDQ,,0,,1,0,0,0,OTHER,OTHER,0,1
2342536,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342537,,1,early_others,,,CDQ,,0,,0,0,0,0,OTHER,OTHER,0,1
2342538,,1,technical_professional,,,CDQ,0.5,1,1,1,0,1,0,OTHER,OTHER,0,1
2342539,,1,technical_professional,,,BM,Other,1,1,0,0,1,0,OTHER,OTHER,0,1
2342540,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342541,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342542,,1,technical_professional,,,BM,0.25,1,1,1,1,1,0,OTHER,OTHER,0,1
2342543,,1,early_others,,,BM,,0,,0,1,0,0,OTHER,OTHER,0,1
2342544,,1,early_others,,,CDQ,,0,,0,0,0,0,OTHER,OTHER,0,1
2342545,,1,early_others,,,BM,,0,,0,1,0,0,BM,OTHER,0,0
2342546,,1,early_others,,,LPS,,0,,0,0,0,0,OTHER,OTHER,0,1
2342547,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342548,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342549,,1,admin_sales,,,BM,0.25,1,0,1,0,1,1,OTHER,OTHER,0,1
2342550,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342551,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342552,,1,early_others,,,CDQ,,0,,0,0,0,0,OTHER,OTHER,0,1
2342553,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342554,,,early_others,,,OTHER,,0,,,,,,OTHER,OTHER,,
2342555,,1,senior_executives,,,CDQ,Other,1,0,0,1,1,0,OTHER,OTHER,0,1
2342556,,1,early_others,,,BM,0.25,1,0,0,0,0,0,OTHER,OTHER,0,1
2342557,,1,admin_sales,,,BM,Other,1,0,0,0,1,0,OTHER,OTHER,0,1
2342558,,1,early_others,,,CDQ,0.25,1,0,0,0,1,0,OTHER,OTHER,0,0
2342559,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342560,,1,early_others,,,LPS,,0,,1,0,1,0,OTHER,OTHER,0,0
2342561,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342562,,1,early_others,,,BM,,0,,1,0,0,0,OTHER,OTHER,0,1
2342563,,1,early_others,,,BM,,0,,0,0,1,0,OTHER,OTHER,0,1
2342564,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342565,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,1,
2342566,,1,early_others,,,BM,0.25,1,1,1,0,0,0,BM,OTHER,0,1
2342567,,1,early_others,,,CDQ,0.25,1,1,0,0,0,0,OTHER,OTHER,0,1
2342568,,1,early_others,,,CDQ,0.5,1,1,0,1,0,0,OTHER,OTHER,0,1
2342569,,1,early_others,,,CDQ,,0,,0,1,0,0,CDQ,OTHER,0,1
2342570,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342571,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342572,,1,early_others,,,BM,,0,,0,1,1,1,OTHER,OTHER,0,1
2342573,,1,early_others,,,BM,,0,,1,0,1,0,OTHER,OTHER,0,1
2342574,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342575,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342576,,1,early_others,,,CDQ,,0,,0,0,1,0,OTHER,OTHER,1,
2342577,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342578,,1,admin_sales,,,BM,0.25,1,1,1,0,1,0,OTHER,OTHER,0,1
2342579,,1,technical_professional,,,CDQ,0.25,1,0,1,0,1,0,OTHER,OTHER,0,1
2342580,,1,early_others,,,BM,,0,,0,1,1,1,OTHER,OTHER,0,1
2342581,,1,early_others,,,CDQ,,0,,1,0,0,1,OTHER,OTHER,0,0
2342582,,1,early_others,,,CDQ,,0,,1,0,0,0,OTHER,OTHER,1,
2342583,,1,early_others,,,BM,,0,,0,0,0,0,BM,OTHER,0,1
2342584,,1,admin_sales,,,BM,Other,1,0,1,1,0,1,OTHER,OTHER,0,1
2342585,,0,early_others,,,CDQ,,1,1,,,,,OTHER,OTHER,1,
2342586,,1,early_others,,,BM,0.25,1,1,0,0,1,0,OTHER,OTHER,0,1
2342587,,1,technical_professional,,,CDQ,0.25,1,1,0,0,1,0,OTHER,OTHER,0,1
2342588,,1,early_others,,,LPS,,0,,0,0,0,0,OTHER,OTHER,0,1
2342589,,1,early_others,,,CDQ,,0,,0,0,0,0,BM,OTHER,0,1
2342590,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342591,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342592,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342593,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342594,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342595,,1,early_others,,,CDQ,,0,,0,0,0,0,OTHER,OTHER,0,1
2342596,,1,early_others,,,BM,,0,,0,1,1,0,OTHER,OTHER,0,1
2342597,,1,early_others,,,LPS,,0,,1,1,1,0,OTHER,OTHER,0,1
2342598,,1,early_others,,,CDQ,0.25,1,1,0,1,1,0,OTHER,OTHER,0,1
2342599,,1,early_others,,,CDQ,,0,,0,0,0,1,OTHER,OTHER,0,1
2342600,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342601,,1,early_others,,,BM,,0,,1,1,1,0,OTHER,OTHER,0,1
2342602,,1,early_others,,,CDQ,,0,,0,1,0,0,OTHER,OTHER,0,1
2342603,,1,early_others,,,CDQ,,0,,0,0,1,0,OTHER,OTHER,0,1
2342604,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342605,,1,early_others,,,BM,,0,,0,1,0,1,OTHER,OTHER,0,1
2342606,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342607,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342608,,1,early_others,,,BM,,0,,0,1,0,0,OTHER,OTHER,0,1
2342609,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342610,,0,early_others,,,LPS,,1,1,,,,,OTHER,OTHER,0,1
2342611,,1,early_others,,,BM,0.25,1,0,0,0,1,0,OTHER,OTHER,,
2342612,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342613,,1,technical_professional,,,BM,0.25,1,0,0,0,0,0,OTHER,OTHER,0,1
2342614,,1,early_others,,,BM,,0,,0,0,1,0,OTHER,OTHER,0,0
2342615,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342616,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342617,,1,early_others,,,BM,0.25,1,0,0,0,1,0,OTHER,OTHER,0,1
2342618,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342619,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342620,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342621,,1,technical_professional,,,BM,Other,1,1,0,0,0,0,OTHER,OTHER,0,1
2342622,,1,admin_sales,,,BM,0.25,1,1,0,1,1,1,OTHER,OTHER,0,1
2342623,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342624,,1,early_others,,,BM,,0,,0,0,1,0,OTHER,OTHER,0,1
2342625,,1,early_others,,,CDQ,0.25,1,1,0,0,1,0,OTHER,OTHER,0,1
2342626,,0,early_others,,,CDQ,,0,,,,,,BM,OTHER,0,1
2342627,,1,early_others,,,CDQ,,0,,0,0,0,0,OTHER,OTHER,,
2342628,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342629,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342630,,1,senior_executives,,,BM,0.25,1,1,0,0,1,0,OTHER,OTHER,0,1
2342631,,1,early_others,,,BM,,0,,1,0,0,0,OTHER,OTHER,0,1
2342632,,1,early_others,,,LPS,,0,,0,0,1,0,OTHER,OTHER,0,1
2342633,,1,technical_professional,,,BM,0.25,1,,0,0,0,0,OTHER,OTHER,0,
2342634,,1,technical_professional,,,BM,0.25,1,0,0,0,1,0,OTHER,OTHER,,
2342635,,0,early_others,,,LPS,,0,,,,,,OTHER,OTHER,,
2342636,,1,early_others,,,BM,,0,,1,0,0,1,OTHER,OTHER,0,1
2342637,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342638,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342639,,1,early_others,,,BM,,0,,0,1,1,0,BM,OTHER,0,1
2342640,,1,early_others,,,LPS,,0,,0,1,1,0,OTHER,OTHER,0,1
2342641,,,early_others,,,OTHER,,0,,,,,,OTHER,OTHER,,
2342642,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342643,,1,early_others,,,CDQ,0.25,1,1,0,0,1,0,OTHER,OTHER,0,1
2342644,,1,admin_sales,,,CDQ,0.25,1,1,0,0,0,0,OTHER,OTHER,0,1
2342645,,1,technical_professional,,,BM,0.25,1,1,0,0,0,0,OTHER,OTHER,0,1
2342646,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342647,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342648,,,early_others,,,OTHER,,0,,,,,,OTHER,OTHER,,
2342649,,,early_others,,,OTHER,,0,,,,,,OTHER,OTHER,,
2342650,,1,early_others,,,BM,,0,,0,1,1,1,OTHER,OTHER,1,
2342651,,1,early_others,,,BM,,0,,0,0,1,0,BM,OTHER,0,1
2342652,,1,early_others,,,BM,0.25,1,1,1,1,1,1,OTHER,OTHER,0,1
2342653,,1,early_others,,,LPS,,0,,1,1,0,0,OTHER,OTHER,0,1
2342654,,1,admin_sales,,,BM,0.5,1,0,0,0,1,0,OTHER,OTHER,0,1
2342655,,1,technical_professional,,,LPS,0.25,1,1,0,0,1,0,OTHER,OTHER,0,1
2342656,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342657,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342658,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342659,,1,early_others,,,CDQ,,0,,1,1,0,0,OTHER,OTHER,0,0
2342660,,1,early_others,,,LPS,,0,,0,0,0,0,OTHER,OTHER,0,0
2342661,,1,early_others,,,CDQ,,0,,1,1,1,1,OTHER,OTHER,0,0
2342662,,1,early_others,,,BM,,0,,1,1,1,1,OTHER,OTHER,0,1
2342663,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342664,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342665,,1,early_others,,,BM,,0,,0,0,0,1,OTHER,OTHER,0,1
2342666,,1,early_others,,,CDQ,,0,,0,1,1,0,OTHER,OTHER,0,1
2342667,,1,admin_sales,,,BM,Other,1,1,0,0,1,1,BM,OTHER,0,1
2342668,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342669,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,0
2342670,,0,senior_executives,,,BM,,1,0,,,,,OTHER,OTHER,0,1
2342671,,1,technical_professional,,,BM,0.25,1,1,0,0,1,0,OTHER,OTHER,0,1
2342672,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342673,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342674,,1,admin_sales,,,BM,Other,1,1,1,0,0,1,OTHER,OTHER,0,1
2342675,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342676,,1,admin_sales,,,BM,0.25,1,0,0,0,0,0,OTHER,OTHER,0,1
2342677,,1,early_others,,,BM,,0,,0,0,0,0,BM,OTHER,0,1
2342678,,1,admin_sales,,,BM,0.25,1,1,0,0,0,0,OTHER,OTHER,0,1
2342679,,1,early_others,,,BM,,0,,1,1,1,1,OTHER,OTHER,0,1
2342680,,1,early_others,,,LPS,,0,,0,0,1,0,LPS,OTHER,0,1
2342681,,1,early_others,,,LPS,,0,,0,0,1,0,LPS,OTHER,0,1
2342682,,1,early_others,,,BM,,0,,1,0,0,1,OTHER,OTHER,0,0
2342683,,1,early_others,,,LPS,,0,,0,0,0,0,OTHER,OTHER,0,1
2342684,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342685,,1,early_others,,,CDQ,,0,,0,0,0,0,OTHER,OTHER,0,1
2342686,,1,early_others,,,LPS,,0,,1,1,0,0,OTHER,OTHER,0,1
2342687,,1,early_others,,,BM,0.25,1,1,0,0,1,0,OTHER,OTHER,0,1
2342688,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342689,,1,technical_professional,,,CDQ,0.25,1,1,0,0,0,0,OTHER,OTHER,0,1
2342690,,1,early_others,,,LPS,,0,,0,0,0,1,BM,OTHER,0,1
2342691,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342692,,1,technical_professional,,,CDQ,0.25,1,1,0,0,1,0,CDQ,OTHER,0,1
2342693,,,early_others,,,OTHER,,0,,,,,,OTHER,OTHER,,
2342694,,1,early_others,,,LPS,,0,,1,0,0,0,OTHER,OTHER,0,1
2342695,,1,early_others,,,LPS,,0,,0,0,0,0,OTHER,OTHER,0,1
2342696,,1,early_others,,,CDQ,,0,,1,1,0,0,CDQ,OTHER,0,1
2342697,,1,early_others,,,LPS,,0,,1,0,0,0,OTHER,OTHER,0,1
2342698,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342699,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342700,,1,technical_professional,,,CDQ,0.5,1,1,1,0,1,0,OTHER,OTHER,0,1
2342701,,1,early_others,,,BM,,0,,1,0,0,1,OTHER,OTHER,0,1
2342702,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342703,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342704,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342705,,1,early_others,,,BM,,0,,1,1,0,0,OTHER,OTHER,0,1
2342706,,1,early_others,,,LPS,,0,,0,0,0,0,OTHER,OTHER,0,1
2342707,,1,admin_sales,,,BM,0.5,1,0,0,0,1,0,OTHER,OTHER,1,
2342708,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342709,,1,early_others,,,LPS,0.25,1,0,1,0,1,0,OTHER,OTHER,0,1
2342710,,1,technical_professional,,,CDQ,0.25,1,1,0,0,0,0,OTHER,OTHER,0,1
2342711,,1,early_others,,,CDQ,,0,,0,1,1,0,OTHER,OTHER,0,0
2342712,,1,technical_professional,,,BM,0.25,1,1,0,0,1,0,OTHER,OTHER,0,1
2342713,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342714,,1,early_others,,,LPS,,0,,0,1,0,0,OTHER,OTHER,0,0
2342715,,1,early_others,,,CDQ,,0,,0,0,0,0,OTHER,OTHER,0,0
2342716,,1,early_others,,,LPS,,0,,0,0,0,0,OTHER,OTHER,0,1
2342717,,1,technical_professional,,,BM,0.25,1,0,0,0,1,1,OTHER,OTHER,0,1
2342718,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342719,,1,early_others,,,BM,,0,,0,1,0,0,OTHER,OTHER,0,1
2342720,,1,early_others,,,LPS,,0,,0,0,0,0,OTHER,OTHER,0,1
2342721,,1,early_others,,,CDQ,,0,,0,0,0,0,OTHER,OTHER,0,1
2342722,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342723,,1,admin_sales,,,BM,0.25,1,0,0,0,1,1,OTHER,OTHER,0,1
2342724,,1,early_others,,,BM,,0,,0,1,0,0,OTHER,OTHER,0,1
2342725,,1,early_others,,,BM,,0,,0,1,0,0,BM,OTHER,0,1
2342726,,1,early_others,,,LPS,,0,,0,0,1,0,OTHER,OTHER,0,1
2342727,,1,technical_professional,,,CDQ,0.25,1,1,1,1,1,0,OTHER,OTHER,0,1
2342728,,1,early_others,,,BM,0.5,1,1,0,0,1,0,OTHER,OTHER,0,1
2342729,,1,early_others,,,CDQ,0.25,1,0,0,1,1,0,OTHER,OTHER,0,1
2342730,,1,technical_professional,,,CDQ,0.25,1,1,0,0,1,0,OTHER,OTHER,0,1
2342731,,1,early_others,,,BM,,0,,1,1,0,0,OTHER,OTHER,0,1
2342732,,1,early_others,,,CDQ,,0,,1,0,0,1,OTHER,OTHER,0,1
2342733,,1,early_others,,,LPS,,0,,1,0,0,0,OTHER,OTHER,0,1
2342734,,1,early_others,,,BM,,0,,0,0,0,0,OTHER,OTHER,0,1
2342735,,1,early_others,,,CDQ,,0,,0,1,1,0,OTHER,OTHER,0,1
2342736,,1,technical_professional,,,CDQ,0.25,1,0,0,1,1,0,OTHER,OTHER,0,0
2342737,,1,early_others,,,LPS,,0,,0,0,0,0,OTHER,OTHER,0,1
2342738,,1,early_others,,,LPS,,0,,1,0,0,0,OTHER,OTHER,0,1
2342739,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
2342740,,1,early_others,,,LPS,,0,,0,0,0,0,OTHER,OTHER,0,1
2342741,,0,early_others,,,BM,,0,,,,,,BM,OTHER,0,1
